,x
23881,142747
23882,142899
23883,88263
23884,104251
23885,71734
23886,167602
23887,32534
23888,11318
23889,81209
23890,174356
23891,104562
23892,152970
23893,191766
23894,1734
23895,125570
23896,102548
23897,85759
23898,35303
23899,73677
23900,147660
23901,189334
23902,14025
23903,132609
23904,152703
23905,64202
23906,28401
23907,177198
23908,94118
23909,52722
23910,124390
23911,144542
23912,166687
23913,128696
23914,196687
23915,13830
23916,57205
23917,158644
23918,105659
23919,140598
23920,118978
23921,140129
23922,12479
23923,26377
23924,95296
23925,73991
23926,150316
23927,130677
23928,128290
23929,164686
23930,123847
23931,41449
23932,44818
23933,177963
23934,90376
23935,75657
23936,54228
23937,25852
23938,194869
23939,76054
23940,156864
23941,139812
23942,169362
23943,20893
23944,168996
23945,105930
23946,103281
23947,189522
23948,38075
23949,194274
23950,100456
23951,112405
23952,179385
23953,50255
23954,193471
23955,142174
23956,135117
23957,48595
23958,153055
23959,36640
23960,27160
23961,29511
23962,36240
23963,131291
23964,93700
23965,37434
23966,12
23967,106344
23968,82801
23969,51342
23970,25606
23971,2841
23972,64745
23973,90447
23974,177332
23975,83177
23976,6197
23977,62726
23978,165366
23979,119672
23980,53498
23981,105592
23982,120959
23983,180022
23984,130750
23985,119198
23986,130226
23987,28457
23988,187204
23989,78195
23990,34209
23991,131485
23992,91701
23993,153928
23994,31461
23995,15551
23996,40983
23997,12807
23998,73032
23999,178319
24000,152376
24001,149034
24002,106192
24003,65248
24004,194936
24005,188040
24006,179016
24007,37903
24008,105153
24009,141392
24010,20384
24011,111470
24012,95903
24013,135969
24014,83160
24015,106186
24016,116467
24017,188790
24018,124542
24019,150138
24020,25693
24021,118202
24022,90392
24023,88573
24024,136491
24025,65938
24026,10212
24027,63369
24028,11399
24029,182540
24030,118165
24031,156439
24032,91051
24033,129502
24034,88427
24035,106581
24036,16096
24037,158836
24038,37748
24039,29456
24040,28215
24041,148513
24042,155693
24043,170556
24044,38601
24045,116775
24046,157939
24047,716
24048,97755
24049,27198
24050,81108
24051,114352
24052,43145
24053,171568
24054,44975
24055,164380
24056,91339
24057,157981
24058,38495
24059,67283
24060,163383
24061,19465
24062,31603
24063,120243
24064,165564
24065,107319
24066,2764
24067,3589
24068,160587
24069,138115
24070,89103
24071,192985
24072,155533
24073,72738
24074,3651
24075,154611
24076,116590
24077,141957
24078,4320
24079,19209
24080,65611
24081,113563
24082,46461
24083,104014
24084,7934
24085,11708
24086,116145
24087,139514
24088,130340
24089,111013
24090,48454
24091,74112
24092,65974
24093,89584
24094,148642
24095,136958
24096,43462
24097,120431
24098,12551
24099,126835
24100,65210
24101,121253
24102,98863
24103,111647
24104,101811
24105,55117
24106,26964
24107,165609
24108,136726
24109,150985
24110,33333
24111,3866
24112,137986
24113,34273
24114,123871
24115,54003
24116,121368
24117,174128
24118,70712
24119,5289
24120,93972
24121,66115
24122,109200
24123,124973
24124,74717
24125,104434
24126,183325
24127,159246
24128,152823
24129,111347
24130,174293
24131,156667
24132,140416
24133,160409
24134,9762
24135,126494
24136,26541
24137,58932
24138,27635
24139,116153
24140,191646
24141,101030
24142,38534
24143,161993
24144,123035
24145,80839
24146,114259
24147,182989
24148,47443
24149,128618
24150,27825
24151,103393
24152,19471
24153,702
24154,54754
24155,149274
24156,161482
24157,96378
24158,10906
24159,147710
24160,132280
24161,193649
24162,23298
24163,191207
24164,101106
24165,141190
24166,45281
24167,185004
24168,185089
24169,148412
24170,133861
24171,21991
24172,146376
24173,36521
24174,173359
24175,29018
24176,178842
24177,12024
24178,102102
24179,142692
24180,92701
24181,56671
24182,45808
24183,32152
24184,1929
24185,63352
24186,48577
24187,76159
24188,23103
24189,66325
24190,144332
24191,79039
24192,11283
24193,38051
24194,36003
24195,49291
24196,169168
24197,114109
24198,77892
24199,98510
24200,113104
24201,29253
24202,93000
24203,59931
24204,302
24205,10949
24206,136586
24207,115654
24208,114033
24209,112297
24210,131343
24211,112069
24212,195137
24213,88764
24214,13550
24215,180809
24216,48593
24217,96251
24218,3790
24219,172388
24220,87294
24221,45844
24222,26494
24223,42640
24224,187603
24225,130299
24226,78621
24227,115433
24228,22517
24229,143457
24230,176337
24231,154108
24232,186905
24233,177819
24234,3805
24235,162505
24236,20280
24237,154623
24238,44083
24239,136182
24240,167793
24241,134141
24242,147904
24243,88275
24244,104067
24245,151346
24246,8277
24247,170887
24248,100850
24249,117604
24250,18108
24251,136083
24252,179822
24253,144905
24254,115306
24255,24637
24256,23657
24257,69364
24258,35461
24259,100785
24260,120556
24261,150782
24262,120998
24263,141098
24264,190009
24265,190562
24266,181639
24267,79413
24268,163492
24269,109279
24270,102728
24271,102884
24272,18138
24273,109060
24274,79808
24275,167708
24276,30115
24277,58660
24278,145527
24279,99075
24280,196432
24281,146983
24282,149917
24283,60961
24284,68584
24285,135579
24286,66742
24287,160805
24288,57526
24289,36863
24290,34770
24291,102489
24292,68401
24293,194934
24294,121619
24295,10755
24296,67346
24297,178338
24298,32502
24299,175023
24300,51663
24301,110190
24302,85371
24303,117080
24304,170855
24305,22053
24306,136294
24307,91068
24308,13370
24309,104216
24310,133836
24311,17077
24312,69155
24313,51024
24314,125613
24315,26768
24316,133416
24317,70906
24318,190804
24319,38157
24320,681
24321,73946
24322,99096
24323,77599
24324,172242
24325,84899
24326,195024
24327,127743
24328,64859
24329,179700
24330,175046
24331,34873
24332,75318
24333,58583
24334,89686
24335,69363
24336,52418
24337,118163
24338,58257
24339,175261
24340,33842
24341,74243
24342,100037
24343,15677
24344,108512
24345,140575
24346,71830
24347,93687
24348,191518
24349,21314
24350,150447
24351,45138
24352,84723
24353,14974
24354,100039
24355,76536
24356,73314
24357,34365
24358,47731
24359,187771
24360,171798
24361,42406
24362,56745
24363,16210
24364,140307
24365,74484
24366,160898
24367,147476
24368,164667
24369,137450
24370,77171
24371,12964
24372,56068
24373,180890
24374,2192
24375,4931
24376,87185
24377,28503
24378,72785
24379,127556
24380,178786
24381,16011
24382,147846
24383,73750
24384,49489
24385,43305
24386,35836
24387,179047
24388,152033
24389,60493
24390,172386
24391,144066
24392,105827
24393,163022
24394,69596
24395,138076
24396,181696
24397,69202
24398,35308
24399,31643
24400,188293
24401,25720
24402,8464
24403,37425
24404,7572
24405,60962
24406,50301
24407,174174
24408,41865
24409,14624
24410,133399
24411,155683
24412,51129
24413,90269
24414,5411
24415,147961
24416,73300
24417,145721
24418,175408
24419,153387
24420,19165
24421,68351
24422,182386
24423,115844
24424,151087
24425,84548
24426,90975
24427,68979
24428,141440
24429,67918
24430,159763
24431,159135
24432,58277
24433,166306
24434,45761
24435,156622
24436,7764
24437,189462
24438,57940
24439,54066
24440,180625
24441,16861
24442,96224
24443,110916
24444,49808
24445,86373
24446,143025
24447,51763
24448,15273
24449,122742
24450,8240
24451,153957
24452,143220
24453,196958
24454,79442
24455,8253
24456,61469
24457,37094
24458,167993
24459,19516
24460,139516
24461,63606
24462,127092
24463,175982
24464,59452
24465,17447
24466,125916
24467,63343
24468,5359
24469,140290
24470,83809
24471,21172
24472,76663
24473,102056
24474,129005
24475,53856
24476,54432
24477,80499
24478,62496
24479,11838
24480,56466
24481,179564
24482,171666
24483,67653
24484,32045
24485,15327
24486,53276
24487,4570
24488,138879
24489,4568
24490,50644
24491,128166
24492,138630
24493,15630
24494,12612
24495,108879
24496,104605
24497,155790
24498,35626
24499,142185
24500,11857
24501,48221
24502,132236
24503,86603
24504,142290
24505,178110
24506,58499
24507,148606
24508,169971
24509,173245
24510,46753
24511,196110
24512,124481
24513,46180
24514,24712
24515,180775
24516,136477
24517,125134
24518,193956
24519,8216
24520,185704
24521,141964
24522,25233
24523,100308
24524,79269
24525,25973
24526,183615
24527,40131
24528,119666
24529,150440
24530,42539
24531,71009
24532,73568
24533,122826
24534,77338
24535,182183
24536,55972
24537,189154
24538,93273
24539,121296
24540,133903
24541,88251
24542,62587
24543,112916
24544,63338
24545,118596
24546,99375
24547,34253
24548,68759
24549,129742
24550,122569
24551,167423
24552,3186
24553,115431
24554,144710
24555,7187
24556,188428
24557,168907
24558,7627
24559,107268
24560,26133
24561,2381
24562,101961
24563,181632
24564,17516
24565,30483
24566,122500
24567,149245
24568,196263
24569,184190
24570,147000
24571,64129
24572,90328
24573,170362
24574,9243
24575,165435
24576,79448
24577,157025
24578,100716
24579,184660
24580,35519
24581,20497
24582,46384
24583,110615
24584,32714
24585,45086
24586,118162
24587,25146
24588,27861
24589,92023
24590,156791
24591,115384
24592,95531
24593,127642
24594,31443
24595,15562
24596,116574
24597,197636
24598,17225
24599,71072
24600,135431
24601,51598
24602,184834
24603,98948
24604,92967
24605,43064
24606,168099
24607,129463
24608,52002
24609,153766
24610,148893
24611,165078
24612,145893
24613,194105
24614,89707
24615,130364
24616,177307
24617,86947
24618,27608
24619,181782
24620,163813
24621,55959
24622,93228
24623,113758
24624,44010
24625,74960
24626,40646
24627,152447
24628,5890
24629,174434
24630,62622
24631,195529
24632,88952
24633,64751
24634,65139
24635,92742
24636,174190
24637,73739
24638,60356
24639,2946
24640,128356
24641,95254
24642,103852
24643,173515
24644,177145
24645,2708
24646,113806
24647,38429
24648,56645
24649,29650
24650,15913
24651,43704
24652,119580
24653,162658
24654,150828
24655,45159
24656,56027
24657,142084
24658,63571
24659,9390
24660,192675
24661,57408
24662,30513
24663,32558
24664,145141
24665,112052
24666,150690
24667,95469
24668,128438
24669,31626
24670,36047
24671,5973
24672,104443
24673,195295
24674,66316
24675,186131
24676,182384
24677,171070
24678,136101
24679,2749
24680,96994
24681,52610
24682,18759
24683,150918
24684,125183
24685,132832
24686,149208
24687,36792
24688,29764
24689,26611
24690,86928
24691,55672
24692,191719
24693,2053
24694,74816
24695,128035
24696,74640
24697,77130
24698,67361
24699,9126
24700,131445
24701,190225
24702,16393
24703,135253
24704,111727
24705,160963
24706,142210
24707,36428
24708,15260
24709,91743
24710,188237
24711,25930
24712,15874
24713,74679
24714,85938
24715,45049
24716,111678
24717,172809
24718,93791
24719,87234
24720,70548
24721,177438
24722,63066
24723,192134
24724,155613
24725,16801
24726,68523
24727,71286
24728,156719
24729,161899
24730,43622
24731,59692
24732,56441
24733,182034
24734,81135
24735,81868
24736,5638
24737,49335
24738,15813
24739,32913
24740,30697
24741,177157
24742,134568
24743,99632
24744,91190
24745,44384
24746,95980
24747,45396
24748,3202
24749,160417
24750,65134
24751,7765
24752,68487
24753,144353
24754,162648
24755,167251
24756,76211
24757,130153
24758,108928
24759,97085
24760,24546
24761,163408
24762,144236
24763,74434
24764,97223
24765,176109
24766,118330
24767,7744
24768,155685
24769,35039
24770,71522
24771,177763
24772,78300
24773,164039
24774,193427
24775,111518
24776,19648
24777,12146
24778,165154
24779,55170
24780,25751
24781,145591
24782,66511
24783,112338
24784,58634
24785,15838
24786,122806
24787,91240
24788,75738
24789,97147
24790,48664
24791,157847
24792,62520
24793,98968
24794,20357
24795,44265
24796,187483
24797,110114
24798,33132
24799,93843
24800,83025
24801,114419
24802,142239
24803,190421
24804,4744
24805,3955
24806,64082
24807,128874
24808,43018
24809,195256
24810,122832
24811,174532
24812,191493
24813,10481
24814,123145
24815,141269
24816,102835
24817,39677
24818,152238
24819,89302
24820,35215
24821,3396
24822,160470
24823,100989
24824,85684
24825,4594
24826,19728
24827,178558
24828,118455
24829,84757
24830,40814
24831,93845
24832,64085
24833,117605
24834,193966
24835,5777
24836,7602
24837,22627
24838,118593
24839,91917
24840,52538
24841,137547
24842,119391
24843,109924
24844,148463
24845,23035
24846,121863
24847,159412
24848,53435
24849,61159
24850,85722
24851,159715
24852,65783
24853,11259
24854,87200
24855,67317
24856,42708
24857,39779
24858,177938
24859,30886
24860,141630
24861,73191
24862,47909
24863,190306
24864,71480
24865,89730
24866,161463
24867,118046
24868,159215
24869,29880
24870,154980
24871,163153
24872,129611
24873,196029
24874,159815
24875,169904
24876,112467
24877,180664
24878,83300
24879,112621
24880,99091
24881,62634
24882,6776
24883,164556
24884,87676
24885,11832
24886,113544
24887,20600
24888,119285
24889,35505
24890,55475
24891,121988
24892,149571
24893,101433
24894,92960
24895,107568
24896,119783
24897,151751
24898,44824
24899,73377
24900,166375
24901,164984
24902,103635
24903,137174
24904,117848
24905,61012
24906,102151
24907,131822
24908,130494
24909,175469
24910,168048
24911,112139
24912,142515
24913,133035
24914,116263
24915,141284
24916,162784
24917,153929
24918,136855
24919,16619
24920,89970
24921,103703
24922,52874
24923,37155
24924,14104
24925,156383
24926,121155
24927,91695
24928,13742
24929,34571
24930,86414
24931,111876
24932,36117
24933,74384
24934,89879
24935,3924
24936,53354
24937,99615
24938,125596
24939,71077
24940,135436
24941,30037
24942,128070
24943,23908
24944,148522
24945,187168
24946,8340
24947,190320
24948,111816
24949,83810
24950,161003
24951,179321
24952,194719
24953,69136
24954,83716
24955,45668
24956,59409
24957,177679
24958,190382
24959,197589
24960,151071
24961,151473
24962,108475
24963,45209
24964,69853
24965,22950
24966,26154
24967,7423
24968,162773
24969,12205
24970,77515
24971,169164
24972,15951
24973,59937
24974,144178
24975,91758
24976,188536
24977,104491
24978,177038
24979,86455
24980,23458
24981,115118
24982,15522
24983,24564
24984,130160
24985,65501
24986,109451
24987,139815
24988,32517
24989,101309
24990,116570
24991,78121
24992,3410
24993,15569
24994,13446
24995,46324
24996,38023
24997,141552
24998,52821
24999,9595
25000,145567
25001,164999
25002,35341
25003,3335
25004,110355
25005,173550
25006,126356
25007,139469
25008,88627
25009,51839
25010,70766
25011,17837
25012,179216
25013,44666
25014,18203
25015,175838
25016,20766
25017,101399
25018,62720
25019,194810
25020,109149
25021,172962
25022,63563
25023,19943
25024,58612
25025,167293
25026,161624
25027,121948
25028,108230
25029,68508
25030,33006
25031,121900
25032,24088
25033,16246
25034,15709
25035,71654
25036,81657
25037,132194
25038,17178
25039,106707
25040,150553
25041,104629
25042,66525
25043,189852
25044,85981
25045,118624
25046,117524
25047,87500
25048,182423
25049,105714
25050,8320
25051,174429
25052,35628
25053,143021
25054,44655
25055,68107
25056,47145
25057,178934
25058,74773
25059,105114
25060,139792
25061,85127
25062,30875
25063,64874
25064,7543
25065,84832
25066,63164
25067,117539
25068,10934
25069,30278
25070,126352
25071,65524
25072,116326
25073,156636
25074,162292
25075,138288
25076,185366
25077,87600
25078,129682
25079,58776
25080,194195
25081,18046
25082,105026
25083,88610
25084,117558
25085,26458
25086,36601
25087,141744
25088,107282
25089,189959
25090,36315
25091,75521
25092,42066
25093,143718
25094,135031
25095,80895
25096,39130
25097,97393
25098,115581
25099,22011
25100,11646
25101,20119
25102,6418
25103,113768
25104,171797
25105,26965
25106,5141
25107,101967
25108,129388
25109,75732
25110,144882
25111,8223
25112,90196
25113,13904
25114,70890
25115,37517
25116,196139
25117,142607
25118,122116
25119,120498
25120,80420
25121,81561
25122,74432
25123,120931
25124,83458
25125,107078
25126,147930
25127,189119
25128,156854
25129,78773
25130,79258
25131,30991
25132,48870
25133,53245
25134,111035
25135,155827
25136,43253
25137,116986
25138,121312
25139,139550
25140,81801
25141,196830
25142,9715
25143,52665
25144,65603
25145,97670
25146,173294
25147,1179
25148,177100
25149,152801
25150,77776
25151,185207
25152,74132
25153,126893
25154,46267
25155,115651
25156,182193
25157,124741
25158,101808
25159,169967
25160,7133
25161,21398
25162,66376
25163,39649
25164,83002
25165,166332
25166,131077
25167,35078
25168,196788
25169,177693
25170,52124
25171,158604
25172,15218
25173,135616
25174,188334
25175,98629
25176,197245
25177,181775
25178,44507
25179,50047
25180,66709
25181,192485
25182,45445
25183,29745
25184,92660
25185,164545
25186,75790
25187,136085
25188,196836
25189,46551
25190,159441
25191,181968
25192,111026
25193,9200
25194,189409
25195,95436
25196,128418
25197,115504
25198,16753
25199,34824
25200,26945
25201,140209
25202,101516
25203,114122
25204,138526
25205,137887
25206,68426
25207,171655
25208,71816
25209,12880
25210,139869
25211,56782
25212,25443
25213,9987
25214,40531
25215,62484
25216,73635
25217,115392
25218,64903
25219,158931
25220,171287
25221,86938
25222,93217
25223,115464
25224,172400
25225,176256
25226,72335
25227,27782
25228,118645
25229,104735
25230,46575
25231,78823
25232,9483
25233,103537
25234,144409
25235,183633
25236,142493
25237,117764
25238,179337
25239,105656
25240,61665
25241,29877
25242,118548
25243,129661
25244,8279
25245,66
25246,116911
25247,48469
25248,151177
25249,77659
25250,152210
25251,147154
25252,134348
25253,31865
25254,9575
25255,188299
25256,19028
25257,165632
25258,55835
25259,59610
25260,86654
25261,37699
25262,24083
25263,64149
25264,78184
25265,18126
25266,23741
25267,122721
25268,112821
25269,109696
25270,2725
25271,142533
25272,67028
25273,192923
25274,179541
25275,150684
25276,148321
25277,19183
25278,192089
25279,32161
25280,13793
25281,94397
25282,52998
25283,63570
25284,90898
25285,153620
25286,79681
25287,126285
25288,169591
25289,18692
25290,29312
25291,140502
25292,11134
25293,130996
25294,75902
25295,79751
25296,77558
25297,127774
25298,16373
25299,20346
25300,188799
25301,6691
25302,74780
25303,153641
25304,80650
25305,43805
25306,33845
25307,160977
25308,60874
25309,80146
25310,52953
25311,55733
25312,188986
25313,43859
25314,38336
25315,172448
25316,83903
25317,63928
25318,190552
25319,96237
25320,139899
25321,32057
25322,125964
25323,180436
25324,107781
25325,91880
25326,100019
25327,57923
25328,68269
25329,18485
25330,136654
25331,106304
25332,41099
25333,70953
25334,89175
25335,118710
25336,106050
25337,195886
25338,164129
25339,96775
25340,151960
25341,97415
25342,181493
25343,179086
25344,127110
25345,34299
25346,101437
25347,54493
25348,86325
25349,60454
25350,194612
25351,78171
25352,96843
25353,74688
25354,115369
25355,194941
25356,99637
25357,42878
25358,61841
25359,163993
25360,71118
25361,12558
25362,155163
25363,177707
25364,140505
25365,137963
25366,88062
25367,92045
25368,42525
25369,44250
25370,19848
25371,143779
25372,184050
25373,128435
25374,66760
25375,100136
25376,164739
25377,179497
25378,182017
25379,109508
25380,197293
25381,138775
25382,170293
25383,131222
25384,66014
25385,46067
25386,71372
25387,143424
25388,118894
25389,89634
25390,41720
25391,155462
25392,91307
25393,164737
25394,135785
25395,64389
25396,174519
25397,191042
25398,137461
25399,10216
25400,124636
25401,9592
25402,100960
25403,3308
25404,160560
25405,167898
25406,30087
25407,132297
25408,69894
25409,112375
25410,28029
25411,120955
25412,171306
25413,133818
25414,117301
25415,63985
25416,156752
25417,135033
25418,142843
25419,155316
25420,152153
25421,155187
25422,158357
25423,135887
25424,48213
25425,5951
25426,77250
25427,195281
25428,122254
25429,166311
25430,101227
25431,103478
25432,176407
25433,183453
25434,100224
25435,182587
25436,127361
25437,100004
25438,86397
25439,88351
25440,32897
25441,35090
25442,32760
25443,32107
25444,9394
25445,57245
25446,66633
25447,59104
25448,160474
25449,28119
25450,40715
25451,72641
25452,24817
25453,100284
25454,31742
25455,70439
25456,190101
25457,28988
25458,75828
25459,82325
25460,24154
25461,166625
25462,132248
25463,170190
25464,166845
25465,55551
25466,118293
25467,97385
25468,178528
25469,94392
25470,182376
25471,119989
25472,15142
25473,171187
25474,175569
25475,192774
25476,80539
25477,52052
25478,28341
25479,151236
25480,115562
25481,104077
25482,36689
25483,37023
25484,52156
25485,188935
25486,146675
25487,70016
25488,136968
25489,194061
25490,90079
25491,106747
25492,67538
25493,166465
25494,130107
25495,77419
25496,134696
25497,189763
25498,156949
25499,149768
25500,31070
25501,184802
25502,53532
25503,159750
25504,55223
25505,88677
25506,106990
25507,196786
25508,7608
25509,12206
25510,7102
25511,109494
25512,4173
25513,179224
25514,148176
25515,105271
25516,160630
25517,141857
25518,73657
25519,136201
25520,20771
25521,45893
25522,4954
25523,85744
25524,184256
25525,123304
25526,100090
25527,97648
25528,105571
25529,46546
25530,77704
25531,161872
25532,80094
25533,190928
25534,176526
25535,100959
25536,38053
25537,171225
25538,136448
25539,38077
25540,163222
25541,167077
25542,224
25543,45918
25544,141814
25545,23749
25546,175113
25547,77826
25548,108257
25549,106880
25550,180885
25551,147627
25552,114140
25553,118810
25554,67691
25555,9310
25556,52075
25557,10532
25558,68500
25559,176802
25560,134571
25561,168651
25562,19880
25563,3508
25564,137568
25565,150441
25566,103857
25567,170007
25568,140723
25569,173563
25570,70266
25571,18763
25572,83613
25573,90442
25574,167641
25575,147350
25576,28267
25577,6912
25578,167982
25579,40481
25580,151822
25581,58706
25582,175854
25583,78623
25584,195125
25585,153814
25586,154267
25587,7197
25588,12361
25589,170386
25590,62603
25591,88333
25592,81090
25593,171661
25594,34036
25595,107522
25596,84635
25597,160300
25598,4788
25599,79129
25600,89385
25601,12792
25602,115662
25603,130474
25604,176958
25605,158199
25606,109610
25607,188310
25608,77290
25609,92478
25610,77769
25611,142188
25612,102069
25613,180160
25614,158779
25615,119264
25616,36762
25617,172301
25618,183261
25619,85365
25620,69918
25621,174156
25622,121804
25623,60358
25624,94429
25625,62604
25626,57513
25627,100792
25628,13746
25629,81170
25630,134409
25631,34381
25632,67744
25633,48724
25634,166638
25635,112090
25636,82427
25637,190967
25638,140624
25639,185407
25640,104994
25641,77731
25642,176961
25643,125119
25644,28166
25645,148542
25646,184475
25647,136501
25648,165921
25649,34904
25650,179621
25651,98495
25652,24413
25653,68616
25654,142330
25655,171731
25656,30215
25657,168699
25658,95049
25659,110234
25660,4271
25661,174450
25662,108360
25663,114200
25664,62220
25665,83130
25666,60034
25667,136543
25668,102593
25669,187655
25670,13256
25671,102244
25672,85101
25673,32548
25674,43817
25675,138468
25676,10792
25677,167306
25678,159742
25679,73364
25680,12187
25681,154925
25682,25412
25683,56438
25684,160973
25685,120511
25686,185826
25687,32047
25688,32649
25689,3187
25690,84640
25691,145664
25692,90738
25693,177778
25694,181657
25695,151765
25696,176682
25697,73765
25698,88800
25699,109031
25700,188782
25701,99076
25702,106888
25703,146610
25704,144455
25705,100106
25706,46453
25707,1354
25708,49079
25709,32306
25710,77081
25711,185201
25712,88377
25713,89248
25714,5537
25715,136282
25716,12574
25717,30953
25718,8876
25719,158130
25720,41675
25721,100199
25722,81958
25723,127972
25724,67029
25725,163494
25726,158916
25727,55387
25728,133631
25729,144133
25730,25372
25731,62122
25732,178880
25733,159845
25734,102757
25735,126884
25736,10773
25737,118298
25738,174199
25739,182720
25740,184215
25741,73597
25742,110461
25743,45906
25744,41240
25745,176652
25746,96631
25747,6900
25748,1529
25749,69688
25750,14051
25751,142261
25752,164376
25753,85936
25754,2999
25755,30403
25756,161580
25757,134166
25758,148664
25759,63870
25760,115014
25761,101277
25762,143677
25763,162193
25764,95152
25765,50683
25766,136415
25767,33051
25768,58047
25769,172820
25770,147367
25771,49288
25772,60862
25773,191910
25774,86357
25775,114270
25776,138540
25777,106171
25778,39289
25779,2961
25780,124746
25781,144546
25782,166297
25783,175132
25784,4543
25785,82781
25786,125156
25787,33978
25788,36469
25789,195468
25790,28172
25791,95074
25792,113184
25793,37369
25794,102627
25795,117704
25796,168978
25797,166384
25798,125462
25799,22310
25800,159304
25801,112523
25802,161735
25803,889
25804,61283
25805,43808
25806,25551
25807,187326
25808,28182
25809,74326
25810,177054
25811,21900
25812,139874
25813,193214
25814,81205
25815,117392
25816,194375
25817,148013
25818,127836
25819,142391
25820,82196
25821,53087
25822,81318
25823,50951
25824,159681
25825,171687
25826,4535
25827,18397
25828,133062
25829,85712
25830,73319
25831,56263
25832,138050
25833,112366
25834,156402
25835,50496
25836,88329
25837,93583
25838,110569
25839,108907
25840,165551
25841,101952
25842,112310
25843,106527
25844,66821
25845,38089
25846,145431
25847,67019
25848,19189
25849,110145
25850,29948
25851,134156
25852,129610
25853,99995
25854,45879
25855,26122
25856,1919
25857,150709
25858,69587
25859,67082
25860,10022
25861,46811
25862,94712
25863,150271
25864,106300
25865,8125
25866,243
25867,89323
25868,2836
25869,136344
25870,54550
25871,133925
25872,119007
25873,105822
25874,76465
25875,9353
25876,32755
25877,135869
25878,183001
25879,51652
25880,41618
25881,93043
25882,115681
25883,55428
25884,152094
25885,11826
25886,152733
25887,21749
25888,12586
25889,185052
25890,75584
25891,148423
25892,149755
25893,13852
25894,72557
25895,55801
25896,140688
25897,120500
25898,137801
25899,67770
25900,67800
25901,142117
25902,106854
25903,99178
25904,82313
25905,195737
25906,32672
25907,47325
25908,49889
25909,66271
25910,96668
25911,165494
25912,21628
25913,51948
25914,24816
25915,89053
25916,55907
25917,39903
25918,182231
25919,41188
25920,136959
25921,143994
25922,171049
25923,192579
25924,157339
25925,80531
25926,18344
25927,110351
25928,66596
25929,118080
25930,49376
25931,87211
25932,136237
25933,183862
25934,48506
25935,139312
25936,71623
25937,57023
25938,146297
25939,123579
25940,169100
25941,120452
25942,23396
25943,77309
25944,172675
25945,15109
25946,167686
25947,119909
25948,147744
25949,10205
25950,65985
25951,160715
25952,35295
25953,140360
25954,103898
25955,187576
25956,169660
25957,18873
25958,146356
25959,162719
25960,193857
25961,66037
25962,117311
25963,65642
25964,53286
25965,19624
25966,49971
25967,29615
25968,108927
25969,114955
25970,85154
25971,63443
25972,140964
25973,165057
25974,35162
25975,9072
25976,116001
25977,41508
25978,159916
25979,197685
25980,20798
25981,152436
25982,1932
25983,79609
25984,164935
25985,72084
25986,154610
25987,85007
25988,50989
25989,162297
25990,98623
25991,71
25992,17106
25993,26890
25994,131404
25995,6563
25996,61938
25997,51243
25998,43075
25999,166442
26000,14888
26001,163646
26002,84442
26003,88369
26004,62907
26005,68183
26006,106920
26007,53983
26008,157310
26009,35708
26010,103671
26011,114470
26012,11240
26013,136145
26014,153162
26015,20676
26016,188049
26017,32968
26018,140004
26019,123099
26020,117150
26021,149074
26022,119644
26023,145392
26024,26151
26025,176129
26026,168740
26027,8341
26028,81874
26029,50367
26030,131886
26031,135173
26032,146323
26033,171896
26034,62000
26035,138542
26036,149354
26037,110942
26038,41452
26039,80587
26040,50092
26041,32085
26042,59389
26043,7285
26044,179193
26045,179217
26046,130151
26047,51095
26048,66554
26049,20698
26050,84117
26051,34470
26052,51872
26053,165233
26054,161305
26055,118186
26056,145054
26057,19616
26058,63054
26059,119260
26060,162655
26061,113520
26062,31281
26063,47672
26064,178024
26065,54040
26066,18766
26067,161364
26068,70073
26069,151350
26070,17121
26071,114096
26072,88975
26073,63182
26074,58263
26075,103820
26076,68963
26077,54530
26078,32014
26079,102906
26080,35788
26081,42121
26082,169021
26083,125478
26084,167616
26085,97105
26086,38682
26087,128954
26088,197228
26089,54240
26090,162516
26091,189353
26092,33360
26093,162783
26094,72492
26095,15288
26096,29223
26097,32435
26098,28666
26099,144730
26100,87514
26101,165671
26102,37247
26103,10238
26104,99967
26105,61038
26106,8012
26107,77655
26108,159885
26109,59407
26110,133995
26111,124172
26112,185503
26113,144492
26114,8794
26115,99953
26116,188114
26117,165613
26118,187630
26119,126903
26120,47117
26121,110815
26122,149395
26123,30004
26124,6852
26125,168090
26126,66519
26127,11382
26128,99147
26129,104056
26130,141597
26131,157138
26132,14495
26133,171312
26134,1096
26135,194684
26136,186946
26137,1753
26138,26601
26139,130036
26140,117254
26141,163294
26142,77271
26143,50994
26144,196902
26145,35625
26146,16004
26147,131423
26148,196493
26149,152637
26150,114964
26151,23833
26152,158505
26153,190788
26154,50264
26155,157009
26156,7838
26157,75697
26158,72679
26159,13022
26160,156425
26161,167088
26162,100951
26163,186144
26164,149924
26165,87142
26166,72560
26167,141653
26168,148350
26169,190207
26170,46744
26171,186088
26172,173496
26173,185461
26174,53918
26175,182154
26176,141965
26177,183975
26178,176355
26179,139134
26180,179893
26181,191586
26182,65620
26183,155020
26184,126417
26185,9129
26186,53098
26187,133502
26188,177609
26189,139462
26190,8598
26191,79233
26192,77303
26193,23846
26194,185984
26195,64412
26196,37344
26197,18434
26198,177439
26199,176201
26200,38777
26201,56560
26202,71774
26203,97174
26204,140867
26205,5482
26206,82358
26207,190409
26208,194464
26209,7623
26210,71306
26211,57226
26212,39733
26213,50058
26214,94160
